full_name,description,stars,forks,language,url,year,last_updated
kabir12345/Agent-Experiments,"This repository contains examples of using LangChain, a framework for building applications with large language models (LLMs), to create various types of agents.",8,6,https://github.com/kabir12345/Agent-Experiments,2024,Python,2024-04-26T02:41:56+00:00
NiJingzhe/SimpleLLMFunc,"A simple and well-tailored LLM application framework that enables you to seamlessly integrate LLM capabilities in the most ""Code-Centric"" manner. LLM As Function, Prompt As Code.               一个简单的恰到好处LLM应用框架，能够让你以最“Code Center“的方式无缝集成LLM能力。LLM As Function, Prompt As Code",69,2,https://github.com/NiJingzhe/SimpleLLMFunc,2025,Python,2025-11-19T19:54:02+00:00
DmitryBugaychenko/spade-llm,"Experimental integration of multiagent framework SPADE for LLM agents with LangChain, RAG and other perks.",8,3,https://github.com/DmitryBugaychenko/spade-llm,2025,Python,2025-09-27T18:40:39+00:00
Winner12-AI/w5-football-prediction,🏆 Research implementation of W-5 Multi-Agent AI Consensus Framework for football match outcome prediction | AI-powered sports analytics using LLMs + Machine Learning | 85.9% accuracy,119,14,https://github.com/Winner12-AI/w5-football-prediction,2025,Python,2025-11-25T06:24:03+00:00
fishmingyu/OrcaLoca,OrcaLoca: An LLM Agent Framework for  Software Issue Localization [ICML 25],32,3,https://github.com/fishmingyu/OrcaLoca,2025,Python,2025-04-07T19:03:29+00:00
ZhangYiqun018/agent-for-debate,Agent4Debate is a dynamic multi-agent framework that leverages LLMs to achieve human-level performance in competitive debate by dynamically coordinating specialized agents to mitigate hallucinations and enhance competitiveness.,33,4,https://github.com/ZhangYiqun018/agent-for-debate,2025,Python,2025-06-10T07:04:22+00:00
chatsci/Aeiva,A general AI agent framework that can be adapted to various tasks and environments.,103,8,https://github.com/chatsci/Aeiva,2025,Python,2025-02-03T22:27:27+00:00
eth-sri/ToolFuzz,ToolFuzz is a fuzzing framework designed to test your LLM Agent tools.,33,3,https://github.com/eth-sri/ToolFuzz,2025,Python,2025-07-20T06:56:03+00:00
automatika-robotics/embodied-agents,"EmbodiedAgents is a fully-loaded ROS2 based framework for creating interactive physical agents that can understand, remember, and act upon contextual information from their environment.",41,3,https://github.com/automatika-robotics/embodied-agents,2025,Python,2025-11-25T13:51:05+00:00
BlackSky-Jose/PolyMarket-AI-agent-trading,"AI-powered autonomous trading agents for Polymarket prediction markets. This framework enables developers to build sophisticated trading bots using state-of-the-art LLMs, RAG (Retrieval-Augmented Generation), and superforecasting methodologies. Built with Python 3.12+, LangChain, FastAPI, and modern development tooling.",14,6,https://github.com/BlackSky-Jose/PolyMarket-AI-agent-trading,2025,Python,2025-11-28T10:40:24+00:00
lifu963/AIOpsLLM,multi-agents framework of LLM for MLOps,7,2,https://github.com/lifu963/AIOpsLLM,2025,Python,2025-03-05T13:28:52+00:00
GradientHQ/symphony,"Symphony — A decentralized multi-agent framework that enables intelligent agents to collaborate seamlessly across heterogeneous edge devices through beacon-guided task routing and Chain-of-Thought voting. Democratizing AI by orchestrating lightweight models on consumer hardware like RTX GPUs, Jetson, and Apple M-series.",21,4,https://github.com/GradientHQ/symphony,2025,Python,2025-10-30T01:04:34+00:00
grasp-technologies/grasp-agents,Modular framework for building LLM workflows and multi-agent systems,11,2,https://github.com/grasp-technologies/grasp-agents,2025,Python,2025-11-25T15:46:31+00:00
pilottai/pilottai,"Python framework for building scalable multi-agent systems with built-in orchestration, LLM integration, and intelligent task processing. Features dynamic scaling, fault tolerance, and advanced load balancing.",46,14,https://github.com/pilottai/pilottai,2025,Python,2025-11-08T18:43:01+00:00
SafiaTifour/agentic-context-engineering,Proof-of-concept implementation of the Agentic Context Engineering (ACE) framework — demonstrating Generator-Reflector-Curator interactions for self-improving LLMs on the HotpotQA dataset.,8,4,https://github.com/SafiaTifour/agentic-context-engineering,2025,Python,2025-10-25T01:58:17+00:00
DaveDeCaprio/voice-stream,A framework for creating voice based agents.  Integrations LLMs with speech recognition and text-to-speech,34,4,https://github.com/DaveDeCaprio/voice-stream,2024,Python,2024-05-01T00:53:45+00:00
tsukushiAI/self-organized-agent,A LLM Multi-Agent Framework toward Ultra Large-Scale Code Generation and Optimization,16,3,https://github.com/tsukushiAI/self-organized-agent,2024,Python,2024-12-22T00:11:22+00:00
KarmaloopAI/Jiva,"An Agent framework powered by LLMs with experience of time, autonomous execution, short term and long term memory",19,5,https://github.com/KarmaloopAI/Jiva,2025,Python,2025-03-10T18:16:59+00:00
hnuGraph/LLM4DBdesign,This is a project that utilizes a large model multi-agent framework to achieve automated database schema generation,7,4,https://github.com/hnuGraph/LLM4DBdesign,2025,Python,2025-09-15T09:02:27+00:00
00Julian00/Nova2,An AI assistant building framework in python,37,10,https://github.com/00Julian00/Nova2,2025,Python,2025-09-21T16:42:01+00:00
AzulGarza/timecopilot,"TimeCopilot: the GenAI Forecasting Agent. Built on LLMs and Time Series Foundation Models, it lets you forecast, cross-validate, and detect anomalies using multiple foundation models through a single API. From finance and energy to web analytics, TimeCopilot turns natural-language queries into production-ready forecasts.",282,42,https://github.com/AzulGarza/timecopilot,2025,Python,2025-11-26T05:47:34+00:00
jpmorganchase/CodeQuest,CodeQUEST is a generalizable framework which leverages LLMs to iteratively evaluate and enhance code quality across multiple dimensions for a variety of programming languages.,14,4,https://github.com/jpmorganchase/CodeQuest,2025,Python,2025-11-20T17:59:20+00:00
aurelio-labs/graphai,Minimalist agent framework for AI engineers,18,2,https://github.com/aurelio-labs/graphai,2025,Python,2025-09-10T06:25:24+00:00
OpenCSGs/coagent,"An open-source framework for building monolithic or distributed agentic systems, ranging from simple LLM calls to compositional workflows and autonomous agents.",25,3,https://github.com/OpenCSGs/coagent,2025,Python,2025-11-18T03:09:46+00:00
chatsapi/ChatsAPI,A High-Performance AI Agent Framework based on SBERT & SpaCy,10,4,https://github.com/chatsapi/ChatsAPI,2025,Python,2025-05-16T02:42:53+00:00
ServiceNow/DoomArena,DoomArena is a Framework for Testing AI Agents Against Evolving Security Threats,50,6,https://github.com/ServiceNow/DoomArena,2025,Python,2025-09-12T20:59:58+00:00
GeminiLight/gen-mentor,"[WWW'25 Oral - GenMentor] Official code of our paper ""LLM-powered Multi-agent Framework for Goal-oriented Learning in Intelligent Tutoring System"", accepted by WWW 2025 (Industry Track) as an Oral Presentation.",37,6,https://github.com/GeminiLight/gen-mentor,2025,Python,2025-11-08T13:18:51+00:00
Agentic-Web-Interfaces/concierge,"Declarative framework for building Agentic AI Services. Build powerful AI apps allowing Agents to navigate, interact and transact with your service.",52,5,https://github.com/Agentic-Web-Interfaces/concierge,2025,Python,2025-11-25T01:22:46+00:00
kir-gadjello/picoagent-rnd," Web & CLI capable LLM agent (research prototype, no framework dependencies).",19,2,https://github.com/kir-gadjello/picoagent-rnd,2024,Python,2024-12-25T00:38:59+00:00
Mushfiqur6087/Testing-Agent,"🤖 AI-powered browser automation framework that combines Google Gemini LLM with Playwright for intelligent web testing. Features smart element detection, context-aware decision making, and natural language goal execution for robust web automation.",6,4,https://github.com/Mushfiqur6087/Testing-Agent,2025,Python,2025-06-06T15:18:18+00:00
instavm/clickclickclick,A framework to enable autonomous android and computer use using any LLM (local or remote),514,62,https://github.com/instavm/clickclickclick,2025,Python,2025-10-04T19:37:08+00:00
justinlietz93/Cogito,Cogito: Computational framework employing a Syncretic Catalyst (synthesis) & rigorous Critique System (analysis) autonomously. Deeply accelerates your expert research on scientific literature via LLMs/ArXiv.,14,3,https://github.com/justinlietz93/Cogito,2025,Python,2025-11-23T01:18:28+00:00
EnvisionMindCa/OS-Agent,LLM agent framework that can use Linux terminal autonomously!,4,2,https://github.com/EnvisionMindCa/OS-Agent,2025,Python,2025-06-28T19:45:43+00:00
gwenlake/gwenflow,A framework for orchestrating applications powered by autonomous AI agents and LLMs.,16,0,https://github.com/gwenlake/gwenflow,2025,Python,2025-11-19T08:09:46+00:00
martelogan/langformer,Autonomous Code-to-Code LLM Transpilation Framework,4,0,https://github.com/martelogan/langformer,2025,Python,2025-11-17T03:46:31+00:00
balakhonoff/ai42z,"ai42z is an innovative framework designed to transform Large Language Models (LLMs) into autonomous, self-learning AI agents. The framework stands out by enabling AI agents to build and maintain a cumulative knowledge base through real-world experience, moving beyond the limitations of traditional static instruction-following systems.",33,4,https://github.com/balakhonoff/ai42z,2024,Python,2024-12-30T13:56:48+00:00
dory111111/servifai,A mini framework built on top of Langchain and Llamaindex to provide LLM powered Autonomous Agents as a simplified service to assist users with their tasks,1,5,https://github.com/dory111111/servifai,2023,,2023-07-03T04:15:10+00:00
FanGShiYuu/Actor-Reasoner,"[IEEE-TITS(2025)]Interact, Instruct to Improve: A LLM-Driven Parallel Actor-Reasoner Framework for Enhancing Autonomous Vehicle Interactions",13,0,https://github.com/FanGShiYuu/Actor-Reasoner,2025,Python,2025-06-09T07:16:14+00:00
UnisonaiOrg/UnisonAI,The UnisonAI Multi-Agent Framework built on custom workflow which allows ai agents to talk together and provides a flexible and extensible environment for creating and coordinating multiple autonomous AI agents.  UnisonAI is designed with flexibility and scalability in mind.,22,4,https://github.com/UnisonaiOrg/UnisonAI,2025,Python,2025-11-16T12:50:40+00:00
Scarmonit/LLM,"LLM Multi-Provider Framework - Autonomous AI orchestration system with Claude, Ollama, and Jules integration",0,0,https://github.com/Scarmonit/LLM,2025,Python,2025-11-23T23:18:12+00:00
niran1717/LLM_Framework_Autonomous_Vehicles,,0,0,https://github.com/niran1717/LLM_Framework_Autonomous_Vehicles,2025,Python,2025-04-21T20:19:52+00:00
eng-rana-s/MemInsight,MemInsight introduces a novel autonomous memory augmentation framework for large language model (LLM) agents.,4,0,https://github.com/eng-rana-s/MemInsight,2025,Python,2025-05-13T03:05:46+00:00
Jay-Madden/aeris,Aeris (Autonomous Engine for Real-time Intelligent Support) a lightweight framework for building LLM integrated assistants,5,1,https://github.com/Jay-Madden/aeris,2024,Python,2024-10-05T13:18:36+00:00
amoghj98/neuroLIFT,"This repository contains code associated with Neuro-LIFT: A Neuromorphic, LLM-based Interactive Framework for Autonomous Drone FlighT at the Edge",8,0,https://github.com/amoghj98/neuroLIFT,2025,Python,2025-04-25T20:38:57+00:00
jmanhype/aidevos,🤖 AIDevOS: AI-Driven Autonomous DevOps System | Multi-agent collaboration framework with DSPy integration for automated application development and deployment via Durable Objects,14,1,https://github.com/jmanhype/aidevos,2025,Python,2025-03-03T22:42:07+00:00
Suzi051293/PolyMarket-AI-agent-trading,"AI-powered autonomous trading agents for Polymarket prediction markets. This framework enables developers to build sophisticated trading bots using state-of-the-art LLMs, RAG (Retrieval-Augmented Generation), and superforecasting methodologies. Built with Python 3.12+, LangChain, FastAPI, and modern development tooling.",17,3,https://github.com/Suzi051293/PolyMarket-AI-agent-trading,2025,Python,2025-11-15T11:07:16+00:00
Recall-Space/agent-builder,The agent-builder package provides a modular framework for building autonomous agents and tools. It enables easy configuration and assembly of agents by utilizing a builder pattern. This package is designed to integrate with large language models (LLMs) and tools to create highly adaptable agents for various tasks.,10,4,https://github.com/Recall-Space/agent-builder,2025,Python,2025-04-22T11:50:41+00:00
Klins101/CORALL,CORALL (COLREGs-guided Risk Aware LLM) is a novel framework that integrates Large Language Models with real-time risk assessment for autonomous maritime navigation. The system combines LLM-based decision-making with traditional motion planning to enable COLREGs-compliant collision avoidance in ASVs.,15,1,https://github.com/Klins101/CORALL,2025,Python,2025-07-25T20:36:00+00:00
harehimself/crewai-lab,"Experimentation with CrewAI, a framework designed for orchestrating a cohort of autonomous AI agents. This repository explores different agent role configurations, task delegation patterns, and collaborative problem-solving capabilities through practical implementations.",9,1,https://github.com/harehimself/crewai-lab,2025,Python,2025-06-17T22:39:39+00:00
ferozk0333/Multi-AI-Agent-Based-Agentic-Financial-Advisor-for-Stock-Analysis,"Developed an Agentic AI system for financial analysis, leveraging LLMs (DistilBERT, Groq), Phidata Framework, YFinance API, and DuckDuckGo Search. It autonomously retrieves stock data, market news, and financial insights, combining agent-based reasoning with real-time information retrieval. ",7,2,https://github.com/ferozk0333/Multi-AI-Agent-Based-Agentic-Financial-Advisor-for-Stock-Analysis,2025,Python,2025-02-21T08:22:44+00:00
RishavIITK22/Autonomous-Materials-Discovery-,"This repo showcases the of developing of a  autonomous materials discovery framework based web app , leveraging the power of LLMs ",0,0,https://github.com/RishavIITK22/Autonomous-Materials-Discovery-,2025,Python,2025-05-03T21:07:17+00:00
Gajesh2007/ladder-framework,Learning through Autonomous Difficulty-Driven Example Recursion,1,0,https://github.com/Gajesh2007/ladder-framework,2025,Python,2025-03-12T15:39:40+00:00
ccmdi/geoguessr-agent,Autonomous framework for LLMs to play GeoGuessr,0,1,https://github.com/ccmdi/geoguessr-agent,2025,Python,2025-05-15T20:10:11+00:00
Infosys/InfosysAgentProPlanner,Infosys AgentPro Planner is an agentic AI framework component designed for creating detailed plan using LLM brain for the given goal. The plan will be further taken by other components for reasoning and execution as part of autonomous system,4,2,https://github.com/Infosys/InfosysAgentProPlanner,2025,Python,2025-11-27T04:58:29+00:00
ENTER-FACTORY/AVDecisionLLM,🚗 Autonomous driving decision system powered by LLM. Transforms V2X-Seq autonomous vehicle data into structured text for supervised fine-tuning (SFT) and GRPO reinforcement learning. Built on TRL framework for end-to-end training pipeline.,1,0,https://github.com/ENTER-FACTORY/AVDecisionLLM,2025,Python,2025-08-22T02:30:13+00:00
harshith-vaddiparthy/autonomous-error-recovery-research,Systematic experimental analysis of LLM error recovery patterns. Novel meta-prompting framework for AI safety research with 150+ test cases across 15 error types. IEEE paper submission ready.,1,0,https://github.com/harshith-vaddiparthy/autonomous-error-recovery-research,2025,Python,2025-09-03T00:24:49+00:00
kaushikkkkkkkk/DebateX-Autonomous-Multi-Agent-Deliberation-Engine,An AI framework where multiple LLM agents engage in structured debates using a DAG-based reasoning system for transparent and interpretable deliberation.,0,0,https://github.com/kaushikkkkkkkk/DebateX-Autonomous-Multi-Agent-Deliberation-Engine,2025,Python,2025-11-12T18:49:54+00:00
AnisElahi/StockSage---AI-Autonomous-Financial-Insight-Crew,"StockSage AI is an intelligent multi-agent system that automates stock analysis and investment recommendations using the CrewAI framework, powered by GPT models or local LLMs.",0,0,https://github.com/AnisElahi/StockSage---AI-Autonomous-Financial-Insight-Crew,2025,Python,2025-08-16T17:08:50+00:00
Vaibhav-Devarasetty/Autonomous-Multi-Agent-RAG-Systems-with-CrewAI,"An AI framework using CrewAI and LangGraph to automate RAG pipelines. It integrates web crawling and LLMs like OpenAI and Gemini for collaborative essay writing and research summarization, streamlining content automation. Technologies: CrewAI, LangGraph, RAG, web scraping.",0,0,https://github.com/Vaibhav-Devarasetty/Autonomous-Multi-Agent-RAG-Systems-with-CrewAI,2025,Python,2025-11-11T05:11:35+00:00
rajatbh21/AAMLA, AAMLA: An Autonomous Agentic Framework for Memory-Aware LLM-Aided Hardware Generation,0,0,https://github.com/rajatbh21/AAMLA,2025,Python,2025-11-27T21:11:50+00:00
sunilmandadi/DATA-AI-Testing-Framework,Autonomous Data Testing Framework for EDAG — OSS LLMs (Llama3) + RAG + Multi-Agent MCP,0,0,https://github.com/sunilmandadi/DATA-AI-Testing-Framework,2025,Python,2025-09-10T04:48:08+00:00
krishnapriya-nynaru/multi-agent-llm-tictactoe,"An interactive AI battle arena where language models compete in classic Tic Tac Toe.   Built with Streamlit and powered by the Agno framework, this application showcases   autonomous AI gameplay with a professional, modern interface.",0,0,https://github.com/krishnapriya-nynaru/multi-agent-llm-tictactoe,2025,Python,2025-11-12T05:24:11+00:00
williamQ96/LLM-DDOS,"LLM-DDOS is a simulated AI-driven distributed denial-of-service (DDoS) orchestration framework. It leverages large language models (LLMs) as autonomous command agents to monitor targets, generate attack strategies, and coordinate distributed nodes in real time using Pub/Sub messaging. Designed for academic and experimental use.",1,0,https://github.com/williamQ96/LLM-DDOS,2025,Python,2025-06-11T09:53:23+00:00
rayhanadev/self-augmenting-agentic-loop,"The Self-Augmenting Agentic Loop (SAAL) framework, enabling LLMs to autonomously improve their capabilities.",0,0,https://github.com/rayhanadev/self-augmenting-agentic-loop,2025,Python,2025-05-21T16:47:16+00:00
vishwakpreeti/WEBRL-LLM-Based-Web-Agents,WEBRL is a framework to train autonomous web agents using Azure OpenAI and Playwright. It simulates real-world web tasks like searching on Amazon and showcases LLM-based web interaction through a dynamic Streamlit dashboard.,0,0,https://github.com/vishwakpreeti/WEBRL-LLM-Based-Web-Agents,2025,Python,2025-04-27T16:57:43+00:00
iLashley/Multi-Agent-Auto-Coder,"A modular, agent-based AI framework for autonomously planning, writing, executing, debugging, and improving code — or adapting to other tasks — using local LLMs like Ollama. ",2,1,https://github.com/iLashley/Multi-Agent-Auto-Coder,2025,Python,2025-04-22T19:44:37+00:00
adityakhanke/AgentQA,LLM-powered autonomous testing framework for mobile applications with intelligent UI element handling and recovery mechanisms.,0,0,https://github.com/adityakhanke/AgentQA,2025,Python,2025-05-12T03:16:48+00:00
FLotfiGit/Agentic-Gen-AI-Showcase,"A curated collection of experiments and frameworks exploring the intersection of Agentic AI and Generative AI, including reasoning driven LLM agents, retrieval augmented generation (RAG), multimodal synthesis, and autonomous decision making systems.",3,0,https://github.com/FLotfiGit/Agentic-Gen-AI-Showcase,2025,Python,2025-11-18T19:38:44+00:00
Steake/AInception,"Advanced autonomous AI agent framework with homeostatic drives, constitutional principles, social promises, and cutting-edge ML visualization (diffusion planning, multimodal LLMs, RLHF) for immersive agent simulation and analysis.",2,0,https://github.com/Steake/AInception,2025,Python,2025-10-08T16:19:21+00:00
arn-c0de/PeterPentest,"AI-powered autonomous penetration testing framework with local LLM, RAG memory, automated vulnerability analysis, and secure workflow orchestration.",1,1,https://github.com/arn-c0de/PeterPentest,2025,Python,2025-11-08T18:01:07+00:00
kristofferv98/Agent_Nexus,"Agentic framework for dynamic function calling across latest LLMs (gpt-4o, gemini-2.0-flash, groq modes, and anthropic models). Converts Python functions into provider-specific schemas for autonomous tool use. Features unified API, JSON schema generation, and integrated tool execution handling.",5,0,https://github.com/kristofferv98/Agent_Nexus,2024,Python,2024-12-20T13:14:39+00:00
BakedSoups/Antidote_Intelligence,"autonomous agent framework built to detect and mitigate training data poisoning in LLM development. Inspired by the scientific method, the system uses a modular suite of AI agents—hypothesis generators, script builders, critics, and testers—to audit data for adversarial patterns. to improve llm data input. utilizing a crewai framework and eletron",3,0,https://github.com/BakedSoups/Antidote_Intelligence,2025,Python,2025-11-06T01:46:33+00:00
PradyumnaRaghavendra/MultiAgentAndroidQASystem,"Agentic AI-driven Android QA Framework is a modular, multi-agent system designed for autonomous mobile UI testing. Built for the QualGent Research Scientist coding challenge, the system extends the Agent-S architecture and integrates the AndroidWorld environment to simulate full-stack mobile QA workflows using LLMs and intelligent agents.",1,0,https://github.com/PradyumnaRaghavendra/MultiAgentAndroidQASystem,2025,Python,2025-07-25T22:06:47+00:00
AtomMind-Ai/AtomMind-AASC,An open-source autonomous micro-company framework for AI-driven IT & software product creation.,1,0,https://github.com/AtomMind-Ai/AtomMind-AASC,2025,Python,2025-11-02T11:48:13+00:00
Bayzid03/CrewAI-Lab,A curated collection of intelligent multi-agent projects built using the CrewAI framework. This lab explores real-world use cases of autonomous agents collaborating to solve complex tasks with LLMs.,2,0,https://github.com/Bayzid03/CrewAI-Lab,2025,Python,2025-07-23T05:08:22+00:00
edofransisco011/AI_Content_Team,"An autonomous multi-agent system using the Qwen-Agent framework to research, write, and illustrate blog posts. Features a pipeline of specialized agents (Outliner, Writer, Reviewer, Image Generator) and a Gradio UI.",2,0,https://github.com/edofransisco011/AI_Content_Team,2025,Python,2025-06-21T14:02:21+00:00
sam-minns/AxiomEdge-PRO,"An autonomous Python trading framework powered by an AI Strategist (LLM). It uses walk-forward backtesting and ""chess player"" forecasting to dynamically select strategies, manage risk, and adapt to market conditions, providing a complete end-to-end solution for algorithmic trading research.",4,0,https://github.com/sam-minns/AxiomEdge-PRO,2025,Python,2025-08-02T05:30:38+00:00
majid-lotfian/GPT-CEP,A Python project for autonomously initiating CEP rules with the power of LLMs and refining them using a Federated rule refinement framework.,1,0,https://github.com/majid-lotfian/GPT-CEP,2025,Python,2025-03-27T19:23:25+00:00
RomanSlack/AUS-Lab,"AUS-Lab is an experimental framework for LLM-driven cognitive control of UAV swarms. It links natural language reasoning with swarm simulation to enable autonomous coordination, adaptive behavior, and hardware-in-the-loop testing.",2,1,https://github.com/RomanSlack/AUS-Lab,2025,Python,2025-11-22T03:40:23+00:00
edilma/ai-blog-app,"A modular AI application for creating high-engagement blog posts. This framework leverages a multi-agent system from Microsoft AutoGen to autonomously write, edit, and optimize content, supporting multiple LLMs, optional PDF context, and customizable article length.",2,1,https://github.com/edilma/ai-blog-app,2025,Python,2025-09-30T15:41:00+00:00
GrozdKristo/polyforge_ai_suite,"A modular Python framework for building LLM-powered autonomous agents with pluggable memory, reactive tools, and testable agent loops. Inspired by BabyAGI, built for research.",0,0,https://github.com/GrozdKristo/polyforge_ai_suite,2025,Python,2025-06-09T18:51:24+00:00
samplecatalina/silverhand,An end-to-end solution leveraging SOTA AI frameworks to automate and refine application writing. Keywords: Autonomous Multi-agent Workflow; RAG pipeline; OpenAI Integration; Semantic Text Splitting; PostgreSQL.,0,0,https://github.com/samplecatalina/silverhand,2025,Python,2025-04-26T01:35:37+00:00
makalin/babyagi,"BabyAGI: Open-source Python framework for AGI research. Uses LangChain and local LLMs to autonomously generate, prioritize, and execute tasks. Ideal for exploring task-driven intelligence.",0,0,https://github.com/makalin/babyagi,2025,Python,2025-07-16T15:45:13+00:00
xqh19970407/PhysAgent,"PhysAgent: An LLM-driven multi-agent framework for autonomous physics research workflows, enabling end-to-end scientific discovery from hypothesis generation to computational modeling and data analysis. Integrates physics-based simulations with advanced AI reasoning for interpretable and reproducible results.",2,0,https://github.com/xqh19970407/PhysAgent,2025,Python,2025-08-16T11:06:29+00:00
kunjalarora/InvestmentPro,Built intelligent agentic AI investment system using LangChain framework and OpenAI LLMs to autonomously analyze market data and generate personalized investment recommendations based on user risk profiles,0,0,https://github.com/kunjalarora/InvestmentPro,2025,Python,2025-09-15T00:35:56+00:00
MostafaBaluchzehi/getting-started-with-agents,"Simple examples built for an Agentic AI presentation at Incentro, showcasing how to use the Agno framework to build autonomous, multi-agent systems with tools, memory, and LLMs.",0,0,https://github.com/MostafaBaluchzehi/getting-started-with-agents,2025,Python,2025-04-21T19:48:31+00:00
SMART-NYUAD/LISA-V2,"Second iteration of the LISA framework, now implemented on a Unitree Go2W with autonomous navigation capabilites, and the option to use a co-located edge server for LLM inference. ",0,0,https://github.com/SMART-NYUAD/LISA-V2,2025,Python,2025-11-25T12:48:58+00:00
RahulParajuli/Framework-for-Agentic-Reasoning-through-Language-and-Cooperative-Agents,"A research framework for agentic AI, multi-agent systems, and prompt engineering. Explores autonomous agents, LLM-driven reasoning, inter-agent coordination, and dynamic task orchestration in simulated and distributed environments.",0,0,https://github.com/RahulParajuli/Framework-for-Agentic-Reasoning-through-Language-and-Cooperative-Agents,2025,Python,2025-08-02T15:25:53+00:00
ruslanmv/SmartAR-3D-AI-Explorer,"A Python-based framework for 3D environment exploration, combining:  AR Glasses support for humans (spatial audio, head-tracking, real-time object detection). Autonomous Robot integration (camera-based or LiDAR-based mapping, object detection, path planning). Large Language Model (LLM) Integration for querying the environment, recognized objects.",2,0,https://github.com/ruslanmv/SmartAR-3D-AI-Explorer,2025,Python,2025-04-01T10:00:48+00:00
prashantgodhwani/AgenticNews,"AgenticNews is an AI-powered application designed to autonomously discover, retrieve, and summarize the latest news, research papers, and technical advancements in the field of AI, LLMs, agent frameworks, and related technologies. The system leverages multi-agent orchestration, advanced search, and LLM summarization to deliver TLDRs.",0,0,https://github.com/prashantgodhwani/AgenticNews,2025,Python,2025-06-15T02:56:53+00:00
shah-mir-usman/Agentic_AI,"Agentic AI is a modular framework for building autonomous AI agents that can plan, reason, use tools, and collaborate to complete complex tasks. Includes support for memory, multi-agent systems, and LLM integration.",0,0,https://github.com/shah-mir-usman/Agentic_AI,2025,Python,2025-07-07T08:26:20+00:00
luckyfan-cs/DeepModeling,"To the best of our knowledge, DeepModeling represents the first agentic LLM–based unified framework that integrates autonomous data science, scientific discovery, mathematical modeling, and other reasoning-intensive domains within a single paradigm.",0,0,https://github.com/luckyfan-cs/DeepModeling,2025,Python,2025-11-12T09:36:43+00:00
Kyona776/thoughtful-agents,"A Python framework for building proactive LLM agents that simulate human-like cognitive processes. Enables agents to continuously generate and evaluate thoughts in parallel with conversations, autonomously determining when and how to engage.",0,0,https://github.com/Kyona776/thoughtful-agents,2025,,2025-02-04T10:33:47+00:00
eyezhick/neura-agent,"NEURA is an LLM-powered agent framework designed to simulate autonomous reasoning and task execution across multiple environments—web, CLI, API, and local knowledge bases. It acts like a ""thinking assistant"" capable of decomposing tasks, deciding when to ask vs. act, and using memory for long-term utility.",2,0,https://github.com/eyezhick/neura-agent,2025,Python,2025-05-14T18:11:21+00:00
vector933/OPEN-DEEP-RESEARCH,"An agentic LLM-powered research framework that autonomously plans, searches, analyzes, and synthesizes information from the web (Tavily) to generate structured, multi-perspective reports. Built with LangGraph and LangChain for robust agent orchestration.",0,0,https://github.com/vector933/OPEN-DEEP-RESEARCH,2025,Python,2025-11-25T12:13:49+00:00
OkbaBenatia/genai-security-ensemble,"Ensemble-based security framework for GenAI systems that integrates multi-agent defense, threat detection, and autonomous risk mitigation for LLM applications. Designed to enhance robustness against jailbreaks, prompt injection, data leakage, and adversarial attacks.",0,0,https://github.com/OkbaBenatia/genai-security-ensemble,2025,Python,2025-11-07T10:43:16+00:00
imranfeb/AutoGen-Social-Media-Manager,"A powerful multi-agent system for automated social media management built with AutoGen framework. This system leverages local LLM capabilities (Mistral-7B) to provide intelligent, autonomous social media content generation and management across multiple platforms.",1,0,https://github.com/imranfeb/AutoGen-Social-Media-Manager,2025,Python,2025-02-21T07:12:04+00:00
lichtungnitro/cautious-happiness,"A modular framework for building autonomous LLM agents focused on trading systems and data pipeline orchestration. Enables rapid deployment of intelligent agents that can analyze markets, execute trades, and manage complex workflows with minimal human intervention.",1,0,https://github.com/lichtungnitro/cautious-happiness,2025,Python,2025-08-23T10:20:12+00:00
Xmedd/Synapse-LAM-Desktop-Agent,"Synapse is a Large Action Model (LAM) and agentic framework (Python, FastAPI) that automates complex desktop workflows. It uses a multi-agent system for task decomposition and integrates multiple LLMs for end-to-end autonomous execution.",0,0,https://github.com/Xmedd/Synapse-LAM-Desktop-Agent,2025,,2025-10-06T07:32:07+00:00
AaritDev/LAPH,"A locally-hosted, multi-agent, self-reflexive autonomous programming framework capable of continuous code generation, execution, validation, and correction through iterative feedback cycles, leveraging decentralized LLM orchestration, dynamic error-driven model routing, and fully offline compute workflows.",0,0,https://github.com/AaritDev/LAPH,2025,Python,2025-11-27T15:14:10+00:00
CodingEye/Advanced_AI_ML_Trading_Framework,"An autonomous Python trading framework powered by an AI Strategist (LLM). It uses walk-forward backtesting. forecasting to dynamically select strategies, manage risk, and adapt to market conditions, providing a complete end-to-end solution for algorithmic trading research.",0,0,https://github.com/CodingEye/Advanced_AI_ML_Trading_Framework,2025,Python,2025-06-15T12:16:13+00:00
Root1V/BaseMAS_GenAI,"An base framework for building autonomous multi-agent systems, harnessing generative AI through LLMs from various providers for reasoning and planning. This project integrates advanced techniques for short- and long-term memory storage, empowering agents to operate intelligently and adaptively.",0,0,https://github.com/Root1V/BaseMAS_GenAI,2024,Python,2024-10-24T04:02:12+00:00
734ai/ShadowBench,"ShadowBench is a next-generation adversarial benchmarking framework designed to evaluate the robustness, reliability, and threat resilience of advanced AI systems — including **large language models (LLMs)**, **multimodal AI**, and **autonomous agents** — under realistic attack scenarios, deceptive stimuli, and open-world noise.",0,1,https://github.com/734ai/ShadowBench,2025,Python,2025-08-06T08:51:55+00:00
