full_name,description,stars,forks,language,url,year,last_updated
myshell-ai/AIlice,"AIlice is a fully autonomous, general-purpose AI agent.",1356,204,Python,https://github.com/myshell-ai/AIlice,2025,2025-08-18T03:24:03+00:00
nasa-jpl/rosa,"ROSA 🤖 is an AI Agent designed to interact with ROS1- and ROS2-based robotics systems using natural language queries. ROSA helps robot developers inspect, diagnose, understand, and operate robots.",1337,132,Python,https://github.com/nasa-jpl/rosa,2025,2025-06-19T22:27:33+00:00
openagents-org/openagents,OpenAgents - AI Agent Networks for Open Collaboration,1317,156,Python,https://github.com/openagents-org/openagents,2025,2025-11-28T09:27:11+00:00
evilsocket/nerve,The Simple Agent Development Kit.,1301,113,Python,https://github.com/evilsocket/nerve,2025,2025-08-23T15:12:48+00:00
HKUDS/Auto-Deep-Research,"""Your Fully-Automated Personal AI Assistant""",1298,182,Python,https://github.com/HKUDS/Auto-Deep-Research,2025,2025-10-16T06:38:48+00:00
Agent-RL/ReCall,ReCall: Learning to Reason with Tool Call for LLMs via Reinforcement Learning,1260,76,Python,https://github.com/Agent-RL/ReCall,2025,2025-05-16T10:31:58+00:00
KhoomeiK/LlamaGym,Fine-tune LLM agents with online reinforcement learning,1243,61,Python,https://github.com/KhoomeiK/LlamaGym,2024,2024-03-19T17:34:28+00:00
langfengQ/verl-agent,"verl-agent is an extension of veRL, designed for training LLM/VLM agents via RL. verl-agent is also the official code for paper ""Group-in-Group Policy Optimization for LLM Agent Training""",1228,107,Python,https://github.com/langfengQ/verl-agent,2025,2025-10-20T00:24:09+00:00
KwaiKEG/KwaiAgents,A generalized information-seeking agent system with Large Language Models (LLMs).,1193,117,Python,https://github.com/KwaiKEG/KwaiAgents,2024,2024-06-19T13:29:39+00:00
microsoft/ToRA,ToRA is a series of Tool-integrated Reasoning LLM Agents designed to solve challenging mathematical reasoning problems by interacting with tools [ICLR'24].,1106,78,Python,https://github.com/microsoft/ToRA,2024,2024-02-22T09:46:48+00:00
WecoAI/aideml,AIDE: AI-Driven Exploration in the Space of Code. The machine Learning engineering agent that automates AI R&D.,1082,160,Python,https://github.com/WecoAI/aideml,2025,2025-11-05T11:11:12+00:00
MemMachine/MemMachine,"Universal memory layer for AI Agents. It provides scalable, extensible, and interoperable memory storage and retrieval to streamline AI agent state management for next-generation autonomous systems.",1066,74,Python,https://github.com/MemMachine/MemMachine,2025,2025-11-27T08:38:11+00:00
mpaepper/llm_agents,Build agents which are controlled by LLMs,1022,84,Python,https://github.com/mpaepper/llm_agents,2025,2025-06-23T14:01:18+00:00
JudgmentLabs/judgeval,"The open source post-building layer for agents. Our environment data and evals power agent post-training (RL, SFT) and monitoring.",1017,87,Python,https://github.com/JudgmentLabs/judgeval,2025,2025-11-27T00:01:42+00:00
0russwest0/Agent-R1,Agent-R1: Training Powerful LLM Agents with End-to-End Reinforcement Learning,975,67,Python,https://github.com/0russwest0/Agent-R1,2025,2025-11-25T07:11:14+00:00
msoedov/langcorn,⛓️ Serving LangChain LLM apps and agents automagically with FastApi. LLMops,935,72,Python,https://github.com/msoedov/langcorn,2024,2024-07-15T18:05:52+00:00
TencentCloudADP/youtu-graphrag,"Youtu-GraphRAG boosts cost efficiency, inference accuracy, and cross-domain adaptability, pushing the boundaries of performance in complex QA.",932,130,Python,https://github.com/TencentCloudADP/youtu-graphrag,2025,2025-10-30T03:58:19+00:00
THUDM/AutoWebGLM,An LLM-based Web Navigating Agent (KDD'24),897,78,Python,https://github.com/THUDM/AutoWebGLM,2024,2024-09-27T10:08:29+00:00
BAI-LAB/MemoryOS,[EMNLP 2025 Oral] MemoryOS is designed to provide a memory operating system for personalized AI agents.,892,81,Python,https://github.com/BAI-LAB/MemoryOS,2025,2025-09-20T05:08:48+00:00
OpenBMB/ProAgent,An LLM-based Agent for the New Automation Paradigm - Agentic Process Automation,853,93,Python,https://github.com/OpenBMB/ProAgent,2023,2023-12-27T13:53:35+00:00
OpenBMB/RepoAgent,An LLM-powered repository agent designed to assist developers and teams in generating documentation and understanding repositories quickly.,845,120,Python,https://github.com/OpenBMB/RepoAgent,2024,2024-12-23T11:48:52+00:00
shibing624/ChatPDF,"RAG for Local LLM, chat with PDF/doc/txt files, ChatPDF. 纯原生实现RAG功能，基于本地LLM、embedding模型、reranker模型实现，支持GraphRAG，无须安装任何第三方agent库。",823,142,Python,https://github.com/shibing624/ChatPDF,2025,2025-04-02T13:30:13+00:00
zamalali/DeepGit,Deep research agent to help you find the best GitHub repositories 🕵️!,822,89,Python,https://github.com/zamalali/DeepGit,2025,2025-11-20T21:24:26+00:00
splx-ai/agentic-radar,A security scanner for your LLM agentic workflows,820,100,Python,https://github.com/splx-ai/agentic-radar,2025,2025-11-27T15:28:44+00:00
lmgame-org/GamingAgent,LLM/VLM gaming agents and model evaluation through games.,815,88,Python,https://github.com/lmgame-org/GamingAgent,2025,2025-11-16T20:16:05+00:00
strands-agents/tools,A set of tools that gives agents powerful capabilities.,805,217,Python,https://github.com/strands-agents/tools,2025,2025-11-26T18:14:32+00:00
vamplabAI/sgr-agent-core,Hybrid Schema-Guided Reasoning (SGR) has agentic system design created by neuraldeep community,783,146,Python,https://github.com/vamplabAI/sgr-agent-core,2025,2025-11-25T08:19:03+00:00
pipiku915/FinMem-LLM-StockTrading,FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory and Character Design,780,169,Python,https://github.com/pipiku915/FinMem-LLM-StockTrading,2024,2024-08-18T01:58:13+00:00
aymenfurter/microagents,Agents Capable of Self-Editing Their Prompts / Python Code,775,33,Python,https://github.com/aymenfurter/microagents,2024,2024-03-15T10:33:38+00:00
amd/gaia,Run LLM Agents on Ryzen AI PCs in Minutes,772,48,Python,https://github.com/amd/gaia,2025,2025-11-18T14:00:33+00:00
tsinghua-fib-lab/AgentSociety,AgentSociety: Large-scale Social Simulation to Understand Human Behaviors and Society through LLM-driven Agents,736,138,Python,https://github.com/tsinghua-fib-lab/AgentSociety,2025,2025-10-16T10:13:24+00:00
huangjia2019/langchain-in-action,极客时间：LangChain实战课 - 这是LangChain框架早期设计的一系列重点模块的直接而清晰的示例和讲解。随着LangChain的快速演进，有些代码需要安装新的版本进行迭代。希望大家在快速浏览课程概念（仍有价值）的同时，自行学习LangChain最新的代码和进展。,719,238,Python,https://github.com/huangjia2019/langchain-in-action,2024,2024-06-10T05:04:53+00:00
TIGER-AI-Lab/verl-tool,A version of verl to support diverse tool use,711,58,Python,https://github.com/TIGER-AI-Lab/verl-tool,2025,2025-11-25T21:43:44+00:00
modelscope/AgentEvolver,AgentEvolver: Towards Efficient Self-Evolving Agent System,705,82,Python,https://github.com/modelscope/AgentEvolver,2025,2025-11-21T08:43:42+00:00
vinay-gatech/stocks-insights-ai-agent,"Full Stack application for retrieving Stock Data and News using LLM, LangChain and LangGraph",705,108,Python,https://github.com/vinay-gatech/stocks-insights-ai-agent,2024,2024-12-08T09:32:13+00:00
WujiangXu/A-mem,"The code for NeurIPS 2025 paper ""A-MEM: Agentic Memory for LLM Agents""",705,66,Python,https://github.com/WujiangXu/A-mem,2025,2025-11-01T16:45:16+00:00
human-re/Agentic-Reasoning,Integrating Tool Use into LLM Reasoning,696,90,Python,https://github.com/human-re/Agentic-Reasoning,2025,2025-02-18T14:35:28+00:00
MiniMax-AI/Mini-Agent,A minimal yet professional single agent demo project that showcases the core execution pipeline and production-grade features of agents.,693,98,Python,https://github.com/MiniMax-AI/Mini-Agent,2025,2025-11-18T10:26:15+00:00
agiresearch/A-mem,A-MEM: Agentic Memory for LLM Agents,690,83,Python,https://github.com/agiresearch/A-mem,2025,2025-10-21T00:03:12+00:00
microsoft/Trace,End-to-end Generative Optimization for AI Agents,675,53,Python,https://github.com/microsoft/Trace,2025,2025-08-14T21:21:22+00:00
taco-group/4KAgent,[NeurIPS 2025] 4KAgent: Agentic Any Image to 4K Super-Resolution. An intelligent computer vision agent that can magically restore any image to perfect-4K!,667,33,Python,https://github.com/taco-group/4KAgent,2025,2025-09-24T00:34:25+00:00
divar-ir/ai-doc-gen,"AI-powered multi-agent system that automatically analyzes codebases and generates comprehensive documentation. Features GitLab integration, concurrent processing, and multiple LLM support for better code understanding and developer onboarding.",665,64,Python,https://github.com/divar-ir/ai-doc-gen,2025,2025-11-24T19:52:06+00:00
WooooDyy/AgentGym,"Code and implementations for the ACL 2025 paper ""AgentGym: Evolving Large Language Model-based Agents across Diverse Environments"" by Zhiheng Xi et al.",659,93,Python,https://github.com/WooooDyy/AgentGym,2025,2025-09-11T12:55:47+00:00
souvikmajumder26/Multi-Agent-Medical-Assistant,"⚕️GenAI powered multi-agentic medical diagnostics and healthcare research assistance chatbot. 🏥 Designed for healthcare professionals, researchers and patients.",657,153,Python,https://github.com/souvikmajumder26/Multi-Agent-Medical-Assistant,2025,2025-05-03T04:43:30+00:00
morettt/my-neuro,"This project lets you create your own AI desktop companion with customizable characters and voice conversations that respond in just 1 second. Features include long-term memory, visual recognition, voice cloning and LLM training. Compatible with various Live2D customizations.",646,81,Python,https://github.com/morettt/my-neuro,2025,2025-11-27T16:38:00+00:00
sunnweiwei/RankGPT,Is ChatGPT Good at Search? LLMs as Re-Ranking Agent [EMNLP 2023 Outstanding Paper Award],644,65,Python,https://github.com/sunnweiwei/RankGPT,2024,2024-03-10T08:27:04+00:00
codefuse-ai/Test-Agent,Agent that empowers software testing with LLMs; industrial-first in China,639,74,Python,https://github.com/codefuse-ai/Test-Agent,2024,2024-03-04T08:40:44+00:00
massgen/MassGen,"🚀 MassGen is an open-source multi-agent scaling system that runs in your terminal, autonomously orchestrating frontier models and agents to collaborate, reason, and produce high-quality results. | Join us on Discord: discord.massgen.ai",624,91,Python,https://github.com/massgen/MassGen,2025,2025-11-28T02:09:20+00:00
rusiaaman/wcgw,Shell and coding agent on claude desktop app,618,56,Python,https://github.com/rusiaaman/wcgw,2025,2025-10-09T11:16:59+00:00
universal-tool-calling-protocol/python-utcp,"Official python implementation of UTCP. UTCP is an open standard that lets AI agents call any API directly, without extra middleware.",614,38,Python,https://github.com/universal-tool-calling-protocol/python-utcp,2025,2025-11-23T12:31:07+00:00
jina-ai/agentchain,Chain together LLMs for reasoning & orchestrate multiple large models for accomplishing complex tasks,607,54,Python,https://github.com/jina-ai/agentchain,2023,2023-04-11T07:34:23+00:00
choosewhatulike/trainable-agents,"Code  and datasets for ""Character-LLM: A Trainable Agent for Role-Playing""",600,44,Python,https://github.com/choosewhatulike/trainable-agents,2024,2024-10-29T04:28:07+00:00
Pipelex/pipelex,Declarative language for composable Al workflows. Devtool for agents and mere humans.,585,38,Python,https://github.com/Pipelex/pipelex,2025,2025-11-28T10:53:06+00:00
baidubce/app-builder,"appbuilder-sdk, 千帆AppBuilder-SDK帮助开发者灵活、快速的搭建AI原生应用",564,140,Python,https://github.com/baidubce/app-builder,2025,2025-11-12T08:10:43+00:00
wayveai/Driving-with-LLMs,"PyTorch implementation for the paper ""Driving with LLMs: Fusing Object-Level Vector Modality for Explainable Autonomous Driving""",564,49,Python,https://github.com/wayveai/Driving-with-LLMs,2024,2024-09-26T00:05:46+00:00
isekOS/ISEK,"A decentralized agent network for building collaborative, LLM-powered agent-to-agent (A2A) systems.",555,42,Python,https://github.com/isekOS/ISEK,2025,2025-11-24T08:42:49+00:00
wassim249/YT-Navigator,YT Navigator: AI-powered YouTube content explorer that lets you search and chat with channel videos using AI agents. Extract insights from hours of content in seconds with semantic search and precise timestamps.,543,64,Python,https://github.com/wassim249/YT-Navigator,2025,2025-03-27T11:18:54+00:00
PJLab-ADG/LimSim,LimSim & LimSim++: Integrated traffic and autonomous driving simulators with (M)LLM support,534,44,Python,https://github.com/PJLab-ADG/LimSim,2025,2025-01-23T02:19:28+00:00
niuzaisheng/ScreenAgent,ScreenAgent: A Computer Control Agent Driven by Visual Language Large Model (IJCAI-24),529,56,Python,https://github.com/niuzaisheng/ScreenAgent,2024,2024-11-25T02:51:51+00:00
strands-agents/samples,Agent samples built using the Strands Agents SDK.,523,267,Python,https://github.com/strands-agents/samples,2025,2025-11-20T16:08:09+00:00
ag2ai/fastagency,The fastest way to bring multi-agent workflows to production.,519,59,Python,https://github.com/ag2ai/fastagency,2025,2025-10-27T00:18:20+00:00
jbexta/AgentPilot,"A versatile workflow automation platform to create, organize, and execute AI workflows, from a single LLM to complex AI-driven workflows.",518,72,Python,https://github.com/jbexta/AgentPilot,2025,2025-07-09T02:39:01+00:00
pchalasani/claude-code-tools,"Practical productivity tools for Claude Code, Codex-CLI, and similar CLI coding agents.",511,36,Python,https://github.com/pchalasani/claude-code-tools,2025,2025-11-27T17:17:47+00:00
WooooDyy/AgentGym-RL,"Code and implementations for the paper ""AgentGym-RL: Training LLM Agents for Long-Horizon Decision Making through Multi-Turn Reinforcement Learning"" by Zhiheng Xi et al.",503,55,Python,https://github.com/WooooDyy/AgentGym-RL,2025,2025-09-11T02:03:10+00:00
astronomer/airflow-ai-sdk,"An SDK for working with LLMs and AI Agents from Apache Airflow, based on Pydantic AI",502,37,Python,https://github.com/astronomer/airflow-ai-sdk,2025,2025-09-25T19:06:14+00:00
AlphaAvatar/AlphaAvatar,"A real-time interactive Omni Avatar built on LiveKit, which allows you to seamlessly integrate with any open source Avatar components (real-time model, visual, voice, memory, search, etc.).",495,23,Python,https://github.com/AlphaAvatar/AlphaAvatar,2025,2025-11-28T11:50:27+00:00
video-db/StreamRAG,Video Search and Streaming Agent 🕵️‍♂️,493,35,Python,https://github.com/video-db/StreamRAG,2024,2024-01-31T12:14:58+00:00
GH05TCREW/PentestAgent,"All-in-one offensive security toolbox with AI agent and MCP architecture. Integrates tools like Nmap, Metasploit, FFUF, SQLMap. Enables pentesting, bug bounty hunting, threat hunting, and reporting. RAG-based responses with local knowledge base support.",488,94,Python,https://github.com/GH05TCREW/PentestAgent,2025,2025-06-05T10:54:38+00:00
OTA-Tech-AI/web-agent-protocol,🌐Web Agent Protocol (WAP) - Record and replay user interactions in the browser with MCP support,483,86,Python,https://github.com/OTA-Tech-AI/web-agent-protocol,2025,2025-06-19T04:03:18+00:00
DAMO-NLP-SG/CoI-Agent,Official code for paper: Chain of Ideas: Revolutionizing Research via Novel Idea Development with LLM Agents,480,28,Python,https://github.com/DAMO-NLP-SG/CoI-Agent,2025,2025-01-15T06:31:22+00:00
THUDM/WebRL,Building Open LLM Web Agents with Self-Evolving Online Curriculum RL,478,31,Python,https://github.com/THUDM/WebRL,2025,2025-06-06T03:19:56+00:00
eidolon-ai/eidolon,"The first AI Agent Server, Eidolon is a pluggable Agent SDK and enterprise ready, deployment server for Agentic applications",476,52,Python,https://github.com/eidolon-ai/eidolon,2025,2025-03-13T01:00:56+00:00
sierra-research/tau2-bench,τ²-Bench: Evaluating Conversational Agents in a Dual-Control Environment,475,95,Python,https://github.com/sierra-research/tau2-bench,2025,2025-11-26T06:07:59+00:00
allenai/lumos,"Code and data for ""Lumos: Learning Agents with Unified Data, Modular Design, and Open-Source LLMs""",472,30,Python,https://github.com/allenai/lumos,2024,2024-03-19T07:56:29+00:00
TilmanGriesel/chipper,"✨ AI interface for tinkerers (Ollama, Haystack RAG, Python)",472,44,Python,https://github.com/TilmanGriesel/chipper,2025,2025-09-11T05:39:41+00:00
modal-labs/devlooper,A program synthesis agent that autonomously fixes its output by running tests!,466,33,Python,https://github.com/modal-labs/devlooper,2024,2024-09-19T19:28:50+00:00
AmeNetwork/aser,"Aser is a lightweight, self-assembling AI Agent frame.",466,31,Python,https://github.com/AmeNetwork/aser,2025,2025-10-11T10:36:15+00:00
Skytliang/Multi-Agents-Debate,MAD: The first work to explore Multi-Agent Debate with Large Language Models :D,466,52,Python,https://github.com/Skytliang/Multi-Agents-Debate,2025,2025-01-14T05:32:13+00:00
MoonshotAI/kosong,The LLM abstraction layer for modern AI agent applications.,464,38,Python,https://github.com/MoonshotAI/kosong,2025,2025-11-28T09:32:01+00:00
Tencent/CognitiveKernel-Pro,Deep Research Agent CognitiveKernel-Pro from Tencent AI Lab. Paper: https://arxiv.org/pdf/2508.00414,461,45,Python,https://github.com/Tencent/CognitiveKernel-Pro,2025,2025-10-17T05:22:09+00:00
Wilson-ZheLin/Streamline-Analyst,An AI agent powered by LLMs that streamlines the entire process of data analysis. 🚀,461,81,Python,https://github.com/Wilson-ZheLin/Streamline-Analyst,2024,2024-08-10T04:56:21+00:00
sisig-ai/doctor,"Doctor is a tool for discovering, crawl, and indexing web sites to be exposed as an MCP server for LLM agents.",460,64,Python,https://github.com/sisig-ai/doctor,2025,2025-05-24T10:01:49+00:00
Upsonic/Tiger,Neuralink for your AI Agents - LangChain - Autogen - CrewAI,458,43,Python,https://github.com/Upsonic/Tiger,2025,2025-02-19T09:40:49+00:00
51bitquant/ai-hedge-fund-crypto,"AI-Hedge-Fund for Crypto 🚀  AI-powered hedge fund for cryptocurrency trading, leveraging LLM agents for intelligent decision-making.",455,129,Python,https://github.com/51bitquant/ai-hedge-fund-crypto,2025,2025-09-05T09:15:21+00:00
WorkflowAI/WorkflowAI,WorkflowAI is an open-source platform where product and engineering teams  collaborate to build and iterate on AI features.,455,48,Python,https://github.com/WorkflowAI/WorkflowAI,2025,2025-11-28T08:35:23+00:00
TheAgenticAI/CortexON,Open-source generalized AI agent for everyday task automations.,448,76,Python,https://github.com/TheAgenticAI/CortexON,2025,2025-06-25T08:40:06+00:00
thunlp/ProactiveAgent,A LLM-based Agent that predict its tasks proactively.,444,38,Python,https://github.com/thunlp/ProactiveAgent,2025,2025-08-22T08:57:28+00:00
Haervwe/open-webui-tools,"Open‑WebUI Tools is a modular toolkit designed to extend and enrich your Open WebUI instance, turning it into a powerful AI workstation. With a suite of over 15 specialized tools, function pipelines, and filters, this project supports academic research, agentic autonomy, multimodal creativity, workflows, and more",442,44,Python,https://github.com/Haervwe/open-webui-tools,2025,2025-11-05T04:50:50+00:00
pHaeusler/micro-agent,A tiny implementation of an autonomous agent powered by LLMs (OpenAI GPT-4),439,44,Python,https://github.com/pHaeusler/micro-agent,2023,2023-04-04T10:13:56+00:00
FoundationAgents/ReCode,"Next paradigm for LLM Agent. Unify plan and action through recursive code generation for adaptive, human-like decision-making.",437,51,Python,https://github.com/FoundationAgents/ReCode,2025,2025-11-01T14:35:49+00:00
voxos-ai/bolna,End-to-end platform for building voice first multimodal agents,429,114,Python,https://github.com/voxos-ai/bolna,2024,2024-10-28T05:40:38+00:00
MobileLLM/AutoDroid,"Source code for the paper ""Empowering LLM to use Smartphone for Intelligent Task Automation""",417,60,Python,https://github.com/MobileLLM/AutoDroid,2024,2024-03-22T14:53:47+00:00
oneil512/INSIGHT,INSIGHT is an autonomous AI that can do medical research!,416,60,Python,https://github.com/oneil512/INSIGHT,2023,2023-10-21T22:34:08+00:00
yifanlu0227/ChatSim,[CVPR2024 Highlight] Editable Scene Simulation for Autonomous Driving via LLM-Agent Collaboration,408,27,Python,https://github.com/yifanlu0227/ChatSim,2024,2024-12-11T18:28:24+00:00
typedef-ai/fenic,Build reliable AI and agentic applications with DataFrames,407,27,Python,https://github.com/typedef-ai/fenic,2025,2025-11-25T16:06:58+00:00
PJLab-ADG/DriveLikeAHuman,Drive Like a Human: Rethinking Autonomous Driving with Large Language Models,407,35,Python,https://github.com/PJLab-ADG/DriveLikeAHuman,2024,2024-07-29T02:45:39+00:00
joinly-ai/joinly,Make your meetings accessible to AI Agents,404,50,Python,https://github.com/joinly-ai/joinly,2025,2025-11-27T16:23:24+00:00
InternLM/agentlego,Enhance LLM agents with rich tool APIs,401,36,Python,https://github.com/InternLM/agentlego,2024,2024-09-13T08:00:19+00:00
genia-dev/GeniA,Your Engineering Gen AI Team member 🧬🤖💻,400,84,Python,https://github.com/genia-dev/GeniA,2023,2023-11-22T15:25:21+00:00
zjunlp/LightMem,LightMem: Lightweight and Efficient Memory-Augmented Generation,400,34,Python,https://github.com/zjunlp/LightMem,2025,2025-11-26T08:23:50+00:00
jonigl/mcp-client-for-ollama,"A text-based user interface (TUI) client for interacting with MCP servers using Ollama. Features include agent mode, multi-server, dynamic model switching, streaming responses, tool management, human-in-the-loop, thinking mode, model parameters configuration, custom system prompt and saved preferences. Built for developers working with local LLMs.",394,61,Python,https://github.com/jonigl/mcp-client-for-ollama,2025,2025-11-24T08:50:36+00:00
noahshinn/reflexion-draft,Reflexion: an autonomous agent with dynamic memory and self-reflection,388,40,Python,https://github.com/noahshinn/reflexion-draft,2023,2023-11-26T01:06:38+00:00
zhongyu09/openchatbi,"OpenChatBI is an intelligent chat-based BI tool powered by large language models, designed to help users query, analyze, and visualize data through natural language conversations. It uses LangGraph and LangChain to build chat agent and workflows that support natural language to SQL conversion and data analysis.",383,41,Python,https://github.com/zhongyu09/openchatbi,2025,2025-11-25T08:26:16+00:00
xfey/MCP-Zero,MCP-Zero: Active Tool Discovery for Autonomous LLM Agents,373,37,Python,https://github.com/xfey/MCP-Zero,2025,2025-07-02T11:54:21+00:00
TuGraph-family/chat2graph,Chat2Graph: Graph Native Agentic System.,369,45,Python,https://github.com/TuGraph-family/chat2graph,2025,2025-10-30T10:25:13+00:00
axon-rl/gem,A Gym for Agentic LLMs,367,25,Python,https://github.com/axon-rl/gem,2025,2025-11-10T02:40:29+00:00
faizann24/rogue,Automated web vulnerability scanning with LLM agents,366,45,Python,https://github.com/faizann24/rogue,2025,2025-06-18T19:21:24+00:00
expectedparrot/edsl,"Design, conduct and analyze results of AI-powered surveys and experiments. Simulate social science and market research with large numbers of AI agents and LLMs.",359,40,Python,https://github.com/expectedparrot/edsl,2025,2025-11-26T17:35:26+00:00
cjyyx/AI_Gen_Novel,基于大语言模型(LLM)和多智能体(Multi-Agent)，探究AI写小说能力的边界,357,71,Python,https://github.com/cjyyx/AI_Gen_Novel,2024,2024-09-04T13:07:01+00:00
zju-vipa/Odyssey,Odyssey: Empowering Minecraft Agents with Open-World Skills,351,20,Python,https://github.com/zju-vipa/Odyssey,2025,2025-10-22T07:37:45+00:00
adobe-research/dynasaur,"Official repository for ""DynaSaur: Large Language Agents Beyond Predefined Actions""",349,30,Python,https://github.com/adobe-research/dynasaur,2024,2024-12-21T19:19:41+00:00
redis/mcp-redis,The official Redis MCP Server is a natural language interface designed for agentic applications to manage and search data in Redis efficiently,347,79,Python,https://github.com/redis/mcp-redis,2025,2025-11-26T15:52:25+00:00
MikeWangWZHL/Solo-Performance-Prompting,"Repo for paper ""Unleashing Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration""",345,31,Python,https://github.com/MikeWangWZHL/Solo-Performance-Prompting,2024,2024-05-08T21:02:10+00:00
ReversecLabs/damn-vulnerable-llm-agent,,342,115,Python,https://github.com/ReversecLabs/damn-vulnerable-llm-agent,2025,2025-06-25T13:58:42+00:00
v2rockets/Loyal-Elephie,Your Trusty Memory-enabled AI Companion - Simple RAG chatbot optimized for local LLMs | 12 Languages Supported | OpenAI API Compatible,342,27,Python,https://github.com/v2rockets/Loyal-Elephie,2025,2025-02-28T23:12:59+00:00
XinyuanWangCS/PromptAgent,"This is the official repo for ""PromptAgent: Strategic Planning with Language Models Enables Expert-level Prompt Optimization"". PromptAgent is a novel automatic prompt optimization method that autonomously crafts prompts equivalent in quality to those handcrafted by experts, i.e., expert-level prompts.",341,42,Python,https://github.com/XinyuanWangCS/PromptAgent,2025,2025-07-17T05:33:45+00:00
strands-agents/agent-builder,"An example agent demonstrating streaming, tool use, and interactivity from your terminal. This agent builder can help you to build your own agents and tools.",341,70,Python,https://github.com/strands-agents/agent-builder,2025,2025-11-14T18:47:29+00:00
skygazer42/pokemon-chat,基于 LightRAG、LangGraph、MCP、RagFlow、微调LLMs宝可梦主题的专有领域智能聊天助手,338,22,Python,https://github.com/skygazer42/pokemon-chat,2025,2025-10-17T10:53:35+00:00
jason8745/llm-agent-trader,,337,77,Python,https://github.com/jason8745/llm-agent-trader,2025,2025-11-11T17:23:01+00:00
dusty-nv/NanoLLM,"Optimized local inference for LLMs with HuggingFace-like APIs for quantization, vision/language models, multimodal agents, speech, vector DB, and RAG.",335,59,Python,https://github.com/dusty-nv/NanoLLM,2024,2024-10-18T02:50:37+00:00
Nuggt-dev/Nuggt,An Autonomous LLM Agent that runs on Wizcoder-15B,334,29,Python,https://github.com/Nuggt-dev/Nuggt,2024,2024-10-21T19:51:28+00:00
mingyin1/Agents_Failure_Attribution,🏆 ICML 2025 Spotlight,332,18,Python,https://github.com/mingyin1/Agents_Failure_Attribution,2025,2025-07-14T00:04:19+00:00
blob42/Instrukt,"Integrated AI environment in the terminal. Build, test and instruct agents.",325,25,Python,https://github.com/blob42/Instrukt,2025,2025-05-14T03:06:35+00:00
SaFoLab-WISC/AutoDAN-Turbo,"[ICLR 2025 Spotlight] The official implementation of our ICLR2025 paper ""AutoDAN-Turbo: A Lifelong Agent for Strategy Self-Exploration to Jailbreak LLMs"".",324,53,Python,https://github.com/SaFoLab-WISC/AutoDAN-Turbo,2025,2025-10-08T04:24:51+00:00
SwiftSage/SwiftSage,SwiftSage: A Generative Agent with Fast and Slow Thinking for Complex Interactive Tasks ,319,29,Python,https://github.com/SwiftSage/SwiftSage,2024,2024-10-22T05:54:35+00:00
simonmesmith/agentflow,Complex LLM Workflows from Simple JSON.,316,30,Python,https://github.com/simonmesmith/agentflow,2023,2023-08-11T18:07:43+00:00
JetXu-LLM/llama-github,"Llama-github is an open-source Python library that empowers LLM Chatbots, AI Agents, and Auto-dev Solutions to conduct Agentic RAG from actively selected GitHub public projects. It Augments through LLMs and Generates context for any coding question, in order to streamline the development of sophisticated AI-driven applications.",315,21,Python,https://github.com/JetXu-LLM/llama-github,2025,2025-11-21T14:44:14+00:00
orgexyz/BlockAGI,"Your Self-Hosted, Hackable Research Agent Inspired by AutoGPT",314,48,Python,https://github.com/orgexyz/BlockAGI,2023,2023-11-19T04:10:24+00:00
sinaptik-ai/panda-agi,"PandaAGI provides a simple, intuitive API for building general AI agents in just a few lines of code",312,49,Python,https://github.com/sinaptik-ai/panda-agi,2025,2025-09-30T15:38:27+00:00
